game_id,play_id,coverage
2018090900,1906,Cover 4 Zone
2018090900,1949,Cover 3 Zone
2018090900,2037,Cover 6 Zone
2018090900,2071,Cover 6 Zone
2018090900,2119,Cover 3 Zone
2018090900,2158,Cover 3 Zone
2018090900,2199,Cover 6 Zone
2018090900,2223,Cover 3 Zone
2018090900,2264,Cover 4 Zone
2018090900,2288,Cover 4 Zone
2018090900,2312,Cover 2 Zone
2018090900,2353,Cover 2 Zone
2018090900,2377,Red Zone
2018090900,2440,Cover 3 Zone
2018090900,2572,Cover 3 Zone
2018090900,2594,Cover 1 Man
2018090900,2646,Cover 3 Zone
2018090900,2696,Red Zone
2018090900,2732,Cover 4 Zone
2018090900,2799,Cover 3 Zone
2018090900,2821,Cover 3 Zone
2018090900,2845,Cover 2 Zone
2018090900,2955,3 Seam
2018090900,2977,Cover 1 Man
2018090900,3039,Cover 3 Zone
2018090900,3060,Cover 4 Zone
2018090900,3104,Cover 6 Zone
2018090900,3161,Cover 1 Man
2018090900,3210,Cover 1 Man
2018090900,3255,3 Seam
2018090900,3342,3 Seam
2018090900,3420,Red Zone
2018090900,3442,Red Zone
2018090900,3607,Cover 3 Zone
2018090900,3629,Cover 3 Zone
2018090900,3680,Cover 3 Zone
2018090900,3702,Cover 3 Zone
2018090900,3724,Cover 3 Zone
2018090900,3748,Cover 3 Zone
2018090900,3784,Cover 6 Zone
2018090900,3829,Cover 3 Zone
2018090900,4093,Cover 3 Zone
2018090900,4260,Cover 6 Zone
2018090900,4303,Cover 3 Zone
2018090900,4503,Cover 3 Zone
2018090900,4527,Cover 3 Zone
2018090900,4551,Cover 3 Zone
2018090900,4596,Cover 1 Man
2018090900,4637,3 Seam
2018090912,93,3 Seam
2018090912,115,Cover 1 Man
2018090912,137,Cover 6 Zone
2018090912,242,Cover 3 Zone
2018090912,266,Cover 1 Man
2018090912,316,Cover 6 Zone
2018090912,340,Cover 6 Zone
2018090912,402,Cover 2 Zone
2018090912,474,Cover 1 Man
2018090912,503,Cover 3 Zone
2018090912,527,Cover 6 Zone
2018090912,562,Cover 3 Zone
2018090912,629,Cover 1 Man
2018090912,653,Cover 1 Man
2018090912,697,Cover 3 Zone
2018090912,732,Red Zone
2018090912,756,Red Zone
2018090912,795,Red Zone
2018090912,919,Cover 1 Man
2018090912,983,Cover 1 Man
2018090912,1081,Cover 1 Man
2018090912,1103,Cover 1 Man
2018090912,1127,3 Seam
2018090912,1216,Cover 1 Man
2018090912,1238,Cover 1 Man
2018090912,1259,Cover 3 Zone
2018090912,1300,Cover 6 Zone
2018090912,1371,Cover 1 Man
2018090912,1395,Cover 3 Zone
2018090912,1419,Cover 3 Zone
2018090912,1464,Red Zone
2018090912,1493,Cover 1 Man
2018090912,1555,Cover 2 Zone
2018090912,1617,3 Seam
2018090912,1639,Cover 6 Zone
2018090912,1666,Cover 3 Zone
2018090912,1702,Cover 3 Zone
2018090912,1724,Cover 3 Zone
2018090912,1837,Cover 1 Man
2018090912,1882,Cover 3 Zone
2018090912,1906,3 Seam
2018090912,1939,Cover 3 Zone
2018090912,1963,3 Seam
2018090912,1985,Cover 1 Man
2018090912,2030,Cover 6 Zone
2018090912,2080,Cover 1 Man
2018090912,2115,Cover 6 Zone
2018090912,2205,Cover 1 Man
2018090912,2258,3 Seam
2018090912,2282,3 Seam
2018090912,2348,3 Seam
2018090912,2372,Cover 1 Man
2018090912,2417,Cover 6 Zone
2018090912,2439,Cover 4 Zone
2018090912,2495,Cover 1 Man
2018090912,2519,3 Seam
2018090912,2541,Mis
2018090912,2602,Cover 1 Man
2018090912,2635,Cover 6 Zone
2018090912,2659,Cover 1 Man
2018090912,2683,Cover 1 Man
2018090912,2724,Cover 1 Man
2018090912,2748,Cover 1 Man
2018090912,2775,Cover 1 Man
2018090912,2868,Cover 3 Zone
2018090912,2934,Cover 6 Zone
2018090912,2958,Cover 1 Man
2018090912,2982,Cover 6 Zone
2018090912,3006,3 Seam
2018090912,3030,3 Seam
2018090912,3081,Cover 1 Man
2018090912,3105,Cover 3 Zone
2018090912,3170,Cover 2 Zone
2018090912,3271,3 Seam
2018090912,3464,Cover 1 Man
2018090912,3520,Cover 3 Zone
2018090912,3542,3 Seam
2018090912,3564,Cover 6 Zone
2018090912,3622,Cover 1 Man
2018090912,3674,Cover 2 Zone
2018090912,3704,Cover 2 Man
2018090912,3726,Cover 4 Zone
2018090912,3748,Cover 1 Man
2018090912,3781,Cover 2 Man
2018090912,3805,Cover 4 Zone
2018090912,3827,Cover 3 Zone
2018090912,3849,Cover 2 Man
2018090912,3871,Cover 2 Man
2018090912,4043,Cover 3 Zone
2018090902,81,Cover 6 Zone
2018090902,130,Red Zone
2018090902,163,Cover 3 Zone
2018090902,210,Cover 6 Zone
2018090902,260,Cover 3 Zone
2018090902,305,Cover 3 Zone
2018090902,350,3 Seam
2018090902,372,Cover 3 Zone
2018090902,437,Cover 6 Zone
2018090902,482,3 Seam
2018090902,527,Cover 1 Man
2018090902,551,Cover 3 Zone
2018090902,575,Cover 6 Zone
2018090902,641,Cover 2 Man
2018090902,673,Cover 1 Man
2018090902,695,Red Zone
2018090902,797,Cover 2 Zone
2018090902,821,Cover 2 Zone
2018090902,845,Cover 3 Zone
2018090902,885,Cover 2 Zone
2018090902,989,Cover 4 Zone
2018090902,1011,Cover 4 Zone
2018090902,1040,Cover 1 Man
2018090902,1085,Cover 6 Zone
2018090902,1182,Cover 6 Zone
2018090902,1206,Cover 2 Zone
2018090902,1230,Cover 1 Man
2018090902,1302,Cover 6 Zone
2018090902,1326,Cover 3 Zone
2018090902,1350,Cover 1 Man
2018090902,1406,Cover 1 Man
2018090902,1472,Cover 4 Zone
2018090902,1517,Cover 4 Zone
2018090902,1541,Cover 1 Man
2018090902,1614,Cover 3 Zone
2018090902,1697,Cover 3 Zone
2018090902,1730,Cover 1 Man
2018090902,1752,Red Zone
2018090902,1815,Cover 6 Zone
2018090902,1839,Cover 4 Zone
2018090902,1863,Cover 3 Zone
2018090902,1904,Cover 1 Man
2018090902,1969,Cover 3 Zone
2018090902,2002,Cover 3 Zone
2018090902,2043,Cover 2 Man
2018090902,2166,Cover 3 Zone
2018090902,2209,Cover 2 Zone
2018090902,2297,Cover 6 Zone
2018090902,2316,Cover 2 Zone
2018090902,2382,Cover 4 Zone
2018090902,2406,Cover 4 Zone
2018090902,2435,Cover 1 Man
2018090902,2457,Cover 1 Man
2018090902,2481,Cover 1 Man
2018090902,2505,Cover 1 Man
2018090902,2527,Cover 4 Zone
2018090902,2558,Cover 4 Zone
2018090902,2582,Cover 1 Man
2018090902,2662,Cover 3 Zone
2018090902,2686,Cover 2 Zone
2018090902,2710,Cover 3 Zone
2018090902,2739,Cover 3 Zone
2018090902,2761,Cover 3 Zone
2018090902,2824,Cover 6 Zone
2018090902,2933,3 Seam
2018090902,2955,Cover 4 Zone
2018090902,3031,Cover 1 Man
2018090902,3092,3 Seam
2018090902,3113,Cover 4 Zone
2018090902,3214,Cover 6 Zone
2018090902,3233,Cover 3 Zone
2018090902,3299,Cover 4 Zone
2018090902,3480,Cover 3 Zone
2018090902,3525,Cover 1 Man
2018090902,3597,Cover 2 Zone
2018090902,3674,Cover 3 Zone
2018090902,3698,Cover 1 Man
2018090902,3727,Cover 2 Zone
2018090902,3751,Cover 2 Zone
2018090902,3812,Cover 4 Zone
2018090902,3851,Cover 2 Zone
2018090902,3907,Cover 2 Zone
2018090902,3929,Cover 1 Man
2018090902,3962,Cover 2 Man
2018090902,3986,Cover 2 Zone
2018090902,4031,Cover 1 Man
2018090902,4055,Cover 3 Zone
2018090902,4096,Cover 2 Man
2018090902,4120,Cover 2 Zone
2018090902,4144,Cover 4 Zone
2018090902,4173,Cover 1 Man
2018090902,4197,Cover 6 Zone
2018090902,4219,Cover 1 Man
2018090902,4300,Cover 2 Zone
2018090910,72,Cover 3 Zone
2018090910,191,Cover 3 Zone
2018090910,236,Cover 1 Man
2018090910,269,Cover 3 Zone
2018090910,414,Cover 1 Man
2018090910,477,Cover 3 Zone
2018090910,499,Cover 3 Zone
2018090910,523,Cover 1 Man
2018090910,577,Cover 1 Man
2018090910,622,Cover 3 Zone
2018090910,676,Cover 3 Zone
2018090910,725,Cover 3 Zone
2018090910,749,Cover 1 Man
2018090910,784,Cover 1 Man
2018090910,806,Cover 1 Man
2018090910,894,Cover 3 Zone
2018090910,923,Cover 1 Man
2018090910,985,Cover 1 Man
2018090910,1025,Cover 4 Zone
2018090910,1131,Cover 1 Man
2018090910,1155,Cover 3 Zone
2018090910,1288,Cover 3 Zone
2018090910,1307,Cover 3 Zone
2018090910,1381,Cover 3 Zone
2018090910,1426,Cover 1 Man
2018090910,1467,Cover 3 Zone
2018090910,1491,Cover 3 Zone
2018090910,1536,Cover 3 Zone
2018090910,1560,3 Seam
2018090910,1678,Cover 1 Man
2018090910,1718,Cover 1 Man
2018090910,1740,Cover 1 Man
2018090910,1764,Cover 3 Zone
2018090910,1788,Cover 1 Man
2018090910,1865,Cover 3 Zone
2018090910,1876,Cover 1 Man
2018090910,1954,Red Zone
2018090910,2136,Cover 3 Zone
2018090910,2204,Cover 3 Zone
2018090910,2226,Cover 3 Zone
2018090910,2250,Cover 2 Zone
2018090910,2309,Cover 2 Zone
2018090910,2344,Cover 2 Zone
2018090910,2392,Cover 2 Zone
2018090910,2434,3 Seam
2018090910,2528,Cover 1 Man
2018090910,2580,Cover 1 Man
2018090910,2604,Cover 3 Zone
2018090910,2626,Cover 4 Zone
2018090910,2649,Cover 4 Zone
2018090910,2708,Cover 2 Zone
2018090910,2729,Cover 4 Zone
2018090910,2753,Cover 3 Zone
2018090910,2797,Cover 3 Zone
2018090910,2863,Cover 3 Zone
2018090910,3007,Cover 1 Man
2018090910,3082,Cover 3 Zone
2018090910,3106,Cover 3 Zone
2018090910,3130,Cover 2 Zone
2018090910,3171,Cover 4 Zone
2018090910,3216,Cover 3 Zone
2018090910,3333,Cover 3 Zone
2018090910,3378,Cover 1 Man
2018090910,3434,Cover 3 Zone
2018090910,3458,Cover 6 Zone
2018090910,3502,Cover 1 Man
2018090910,3526,Cover 4 Zone
2018090910,3550,Cover 1 Man
2018090910,3574,Cover 1 Man
2018090910,3605,Cover 1 Man
2018090910,3638,Cover 4 Zone
2018090910,3657,Cover 4 Zone
2018090910,3702,Cover 4 Zone
2018090910,3726,Cover 3 Zone
2018090910,3828,Cover 1 Man
2018090910,3883,Cover 3 Zone
2018090910,3905,Cover 1 Man
2018090910,3931,Cover 3 Zone
2018090905,162,Cover 1 Double
2018090905,228,Cover 1 Double
2018090905,313,Bracket
2018090905,337,Cover 1 Man
2018090905,377,Cover 4 Zone
2018090905,406,Cover 3 Zone
2018090905,451,Cover 2 Zone
2018090905,475,Cover 1 Man
2018090905,516,Cover 1 Man
2018090905,564,Cover 3 Zone
2018090905,585,Cover 1 Man
2018090905,628,Cover 4 Zone
2018090905,757,Cover 1 Double
2018090905,783,Cover 1 Man
2018090905,829,Cover 1 Double
2018090905,882,Cover 1 Man
2018090905,906,Cover 2 Zone
2018090905,930,Cover 1 Man
2018090905,963,Cover 3 Zone
2018090905,987,Cover 1 Man
2018090905,1047,Cover 1 Man
2018090905,1138,Red Zone
2018090905,1222,Cover 1 Man
2018090905,1247,Cover 3 Zone
2018090905,1269,Cover 3 Zone
2018090905,1337,Cover 1 Man
2018090905,1356,Cover 4 Zone
2018090905,1419,Cover 1 Double
2018090905,1441,Cover 2 Zone
2018090905,1465,Cover 2 Zone
2018090905,1489,Cover 1 Double
2018090905,1511,Cover 2 Zone
2018090905,1533,Cover 2 Zone
2018090905,1601,Cover 1 Man
2018090905,1646,Cover 3 Zone
2018090905,1689,Cover 2 Zone
2018090905,1713,Cover 1 Man
2018090905,1796,Cover 1 Man
2018090905,1878,Cover 3 Zone
2018090905,1951,Cover 3 Zone
2018090905,2062,Cover 1 Double
2018090905,2123,Cover 1 Double
2018090905,2147,Cover 1 Double
2018090905,2169,Cover 1 Double
2018090905,2193,Red Zone
2018090905,2345,Cover 6 Zone
2018090905,2369,Cover 3 Zone
2018090905,2433,Cover 6 Zone
2018090905,2471,Cover 3 Zone
2018090905,2516,Cover 3 Zone
2018090905,2557,Cover 1 Man
2018090905,2600,Cover 1 Man
2018090905,2622,Cover 1 Man
2018090905,2686,Cover 2 Man
2018090905,2710,Cover 3 Zone
2018090905,2755,Cover 1 Double
2018090905,2777,Cover 3 Zone
2018090905,2839,Cover 1 Double
2018090905,2861,Cover 1 Double
2018090905,2949,Bracket
2018090905,3078,Cover 1 Double
2018090905,3125,Cover 1 Double
2018090905,3218,Cover 2 Zone
2018090905,3242,Cover 2 Zone
2018090905,3283,Cover 1 Double
2018090905,3305,Cover 2 Zone
2018090905,3371,Cover 3 Zone
2018090905,3395,Cover 1 Man
2018090905,3445,Cover 1 Double
2018090905,3546,Cover 1 Man
2018090905,3591,Cover 3 Zone
2018090905,3621,Cover 3 Zone
2018090905,3645,Cover 1 Man
2018090905,3709,Cover 2 Zone
2018090905,3774,Cover 1 Man
2018090905,3822,Cover 1 Double
2018090905,3894,Cover 4 Zone
2018090905,3949,Cover 1 Man
2018090905,3970,Red Zone
2018090905,3992,Red Zone
2018090905,4053,Red Zone
2018090905,4142,Cover 1 Man
2018090905,4330,Cover 3 Zone
2018090905,4352,Cover 3 Zone
2018090905,4385,Prevent
2018090905,4414,Cover 2 Zone
2018090905,4443,Prevent
2018090905,4464,Prevent
2018090907,79,3 Seam
2018090907,170,Cover 1 Man
2018090907,192,Cover 1 Man
2018090907,248,Cover 4 Zone
2018090907,270,Cover 6 Zone
2018090907,335,3 Seam
2018090907,391,Cover 6 Zone
2018090907,498,Cover 1 Man
2018090907,541,Cover 1 Man
2018090907,565,Cover 1 Man
2018090907,584,3 Seam
2018090907,641,Cover 1 Man
2018090907,686,Cover 3 Zone
2018090907,710,Cover 3 Zone
2018090907,915,3 Seam
2018090907,936,Cover 3 Zone
2018090907,960,Cover 3 Zone
2018090907,1005,Goal Line
2018090907,1050,Cover 3 Zone
2018090907,1079,Cover 1 Man
2018090907,1124,Cover 1 Man
2018090907,1155,Cover 1 Man
2018090907,1177,Cover 6 Zone
2018090907,1235,Cover 3 Zone
2018090907,1268,Cover 6 Zone
2018090907,1292,Cover 4 Zone
2018090907,1316,Cover 3 Zone
2018090907,1358,Cover 3 Zone
2018090907,1382,Cover 1 Man
2018090907,1465,Goal Line
2018090907,1537,Cover 4 Zone
2018090907,1578,Cover 3 Zone
2018090907,1597,Cover 3 Zone
2018090907,1638,Cover 3 Zone
2018090907,1662,Cover 4 Zone
2018090907,1716,Cover 3 Zone
2018090907,1752,Cover 4 Zone
2018090907,1785,Red Zone
2018090907,1826,Cover 0 Man
2018090907,1988,Cover 1 Man
2018090907,2021,Cover 3 Zone
2018090907,2096,Cover 2 Zone
2018090907,2141,Cover 4 Zone
2018090907,2200,Cover 3 Zone
2018090907,2224,Cover 2 Man
2018090907,2324,Cover 2 Zone
2018090907,2396,Cover 1 Man
2018090907,2418,Cover 4 Zone
2018090907,2463,Cover 3 Zone
2018090907,2511,3 Seam
2018090907,2556,Cover 1 Man
2018090907,2618,Cover 1 Man
2018090907,2642,Cover 1 Man
2018090907,2664,Cover 1 Man
2018090907,2686,Cover 1 Man
2018090907,2744,3 Seam
2018090907,2787,Cover 1 Man
2018090907,2853,Cover 3 Zone
2018090907,2895,Cover 1 Man
2018090907,2957,Cover 1 Man
2018090907,2998,Cover 3 Zone
2018090907,3033,Cover 6 Zone
2018090907,3055,Cover 4 Zone
2018090907,3077,Cover 2 Man
2018090907,3122,Cover 2 Zone
2018090907,3171,Cover 3 Zone
2018090907,3193,Cover 1 Man
2018090907,3259,Cover 1 Man
2018090907,3332,Cover 3 Zone
2018090907,3430,Cover 3 Zone
2018090907,3475,Cover 6 Zone
2018090907,3522,Cover 6 Zone
2018090907,3546,Cover 1 Man
2018090907,3567,Cover 4 Zone
2018090907,3692,Cover 1 Man
2018090907,3716,Cover 1 Man
2018090907,3755,Cover 3 Zone
2018090907,3777,Cover 1 Man
2018090907,3826,Cover 3 Zone
2018090907,3871,Cover 1 Man
2018090907,3895,Cover 3 Zone
2018090907,3955,Cover 3 Zone
2018090907,3977,Cover 1 Man
2018090908,51,Cover 1 Man
2018090908,206,Cover 1 Man
2018090908,260,3 Seam
2018090908,337,3 Seam
2018090908,359,Cover 2 Zone
2018090908,438,Cover 3 Zone
2018090908,462,Cover 3 Zone
2018090908,483,Cover 3 Zone
2018090908,507,Cover 3 Zone
2018090908,558,3 Seam
2018090908,614,Cover 1 Man
2018090908,636,Cover 2 Zone
2018090908,694,Cover 3 Zone
2018090908,716,Cover 3 Zone
2018090908,799,Cover 1 Man
2018090908,844,Cover 4 Zone
2018090908,868,Cover 3 Zone
2018090908,943,Cover 3 Zone
2018090908,984,Cover 3 Zone
2018090908,1006,Cover 3 Zone
2018090908,1028,Cover 3 Zone
2018090908,1066,Cover 1 Man
2018090908,1162,Cover 1 Man
2018090908,1184,Cover 2 Zone
2018090908,1208,Cover 3 Zone
2018090908,1270,Cover 1 Man
2018090908,1355,Cover 1 Man
2018090908,1394,Cover 1 Man
2018090908,1571,Cover 2 Zone
2018090908,1640,Cover 3 Zone
2018090908,1662,Cover 6 Zone
2018090908,1756,Cover 2 Zone
2018090908,1792,Cover 3 Zone
2018090908,1814,Cover 3 Zone
2018090908,1933,Cover 2 Zone
2018090908,1957,Cover 3 Zone
2018090908,1992,Cover 6 Zone
2018090908,2014,Prevent
2018090908,2068,Cover 3 Zone
2018090908,2138,Cover 3 Zone
2018090908,2253,Cover 3 Zone
2018090908,2275,Cover 3 Zone
2018090908,2331,Red Zone
2018090908,2389,Cover 1 Man
2018090908,2413,Cover 1 Man
2018090908,2458,3 Seam
2018090908,2503,Cover 1 Man
2018090908,2578,Cover 1 Man
2018090908,2688,Cover 3 Zone
2018090908,2733,3 Seam
2018090908,2762,3 Seam
2018090908,2831,3 Seam
2018090908,2855,3 Seam
2018090908,2896,3 Seam
2018090908,2918,Cover 2 Zone
2018090908,2942,3 Seam
2018090908,2966,Cover 1 Man
2018090908,2990,3 Seam
2018090908,3019,Cover 1 Man
2018090908,3043,Cover 1 Man
2018090908,3141,Cover 3 Zone
2018090908,3235,Red Zone
2018090908,3257,Red Zone
2018090908,3331,Cover 2 Zone
2018090908,3384,Cover 4 Zone
2018090908,3408,Cover 3 Zone
2018090908,3432,Cover 3 Zone
2018090908,3477,Cover 2 Zone
2018090908,3499,Cover 2 Man
2018090908,3523,Cover 1 Man
2018090908,3545,Cover 1 Man
2018090908,3569,Red Zone
2018090908,3646,Cover 3 Zone
2018090908,3670,Cover 3 Zone
2018090908,3717,Cover 4 Zone
2018090908,3739,Cover 2 Zone
2018090908,3763,Cover 2 Zone
2018090908,3787,Cover 2 Zone
2018090908,3828,Cover 3 Zone
2018090908,3852,Cover 2 Zone
2018090908,3874,Cover 3 Zone
2018090908,3896,Cover 3 Zone
2018090908,4075,Cover 2 Zone
2018090908,4097,Cover 3 Zone
2018090908,4121,Cover 2 Zone
2018090908,4143,Prevent
2018091001,124,Cover 3 Zone
2018091001,235,Red Zone
2018091001,362,Cover 1 Man
2018091001,451,Cover 3 Zone
2018091001,475,Cover 3 Zone
2018091001,524,Cover 3 Zone
2018091001,556,Cover 6 Zone
2018091001,580,Cover 3 Zone
2018091001,604,Cover 1 Man
2018091001,659,Cover 4 Zone
2018091001,694,Cover 3 Zone
2018091001,741,Cover 2 Zone
2018091001,792,Cover 1 Man
2018091001,820,Cover 1 Man
2018091001,861,Cover 1 Man
2018091001,915,Cover 3 Zone
2018091001,939,Cover 3 Zone
2018091001,980,Cover 1 Man
2018091001,1036,Cover 3 Zone
2018091001,1086,Red Zone
2018091001,1151,Cover 1 Man
2018091001,1181,Cover 4 Zone
2018091001,1214,Cover 6 Zone
2018091001,1280,Cover 3 Zone
2018091001,1302,Cover 2 Man
2018091001,1372,Cover 2 Zone
2018091001,1396,Cover 1 Man
2018091001,1441,Cover 4 Zone
2018091001,1507,Cover 1 Man
2018091001,1555,Cover 3 Zone
2018091001,1673,Cover 1 Man
2018091001,1695,Red Zone
2018091001,1780,Cover 4 Zone
2018091001,1843,Cover 6 Zone
2018091001,1867,Cover 2 Man
2018091001,1891,Cover 2 Zone
2018091001,1913,Cover 1 Man
2018091001,1946,Cover 3 Zone
2018091001,1970,Cover 3 Zone
2018091001,1994,Cover 4 Zone
2018091001,2035,Cover 4 Zone
2018091001,2089,Cover 4 Zone
2018091001,2280,Cover 2 Zone
2018091001,2350,Cover 1 Man
2018091001,2416,Red Zone
2018091001,2514,Cover 2 Zone
2018091001,2553,Cover 2 Zone
2018091001,2575,Cover 2 Man
2018091001,2715,Cover 2 Zone
2018091001,2737,Cover 2 Zone
2018091001,2821,Cover 1 Man
2018091001,2897,Cover 6 Zone
2018091001,2921,Cover 3 Zone
2018091001,2945,Red Zone
2018091001,3011,Cover 1 Man
2018091001,3049,Cover 1 Man
2018091001,3099,Cover 2 Zone
2018091001,3151,Cover 4 Zone
2018091001,3175,Cover 3 Zone
2018091001,3199,Cover 3 Zone
2018091001,3223,Cover 3 Zone
2018091001,3293,Cover 4 Zone
2018091001,3315,Cover 6 Zone
2018091001,3339,Cover 3 Zone
2018091001,3361,Cover 3 Zone
2018091001,3385,Cover 1 Man
2018091001,3441,Cover 2 Man
2018091001,3463,Cover 2 Zone
2018091001,3487,Cover 2 Zone
2018091001,3511,Cover 3 Zone
2018091001,3580,Cover 3 Zone
2018091001,3602,Cover 2 Zone
2018091001,3626,Cover 3 Zone
2018091001,3715,Cover 6 Zone
2018091001,3765,Cover 1 Man
2018091001,3787,Red Zone
2018091001,3904,Cover 4 Zone
2018091001,3928,Cover 3 Zone
2018091001,3952,Cover 4 Zone
2018091001,3976,Cover 4 Zone
2018091001,4123,Cover 3 Zone
2018091001,4147,Cover 3 Zone
2018091001,4192,Cover 4 Zone
2018091000,60,Cover 3 Zone
2018091000,175,Cover 1 Man
2018091000,197,Cover 1 Man
2018091000,242,Cover 2 Zone
2018091000,287,Cover 1 Man
2018091000,330,Cover 1 Man
2018091000,372,Cover 1 Man
2018091000,426,3 Seam
2018091000,494,3 Seam
2018091000,539,Cover 1 Man
2018091000,566,Cover 2 Man
2018091000,694,Cover 2 Man
2018091000,716,Cover 2 Zone
2018091000,738,Cover 4 Zone
2018091000,785,Cover 3 Zone
2018091000,872,Cover 2 Zone
2018091000,1005,Cover 1 Man
2018091000,1029,Cover 2 Zone
2018091000,1051,Cover 1 Man
2018091000,1101,Cover 1 Man
2018091000,1186,Cover 2 Zone
2018091000,1210,Cover 2 Zone
2018091000,1254,Cover 4 Zone
2018091000,1278,Cover 1 Man
2018091000,1300,Cover 3 Zone
2018091000,1362,Cover 4 Zone
2018091000,1451,Cover 3 Zone
2018091000,1501,Cover 3 Zone
2018091000,1523,Cover 2 Man
2018091000,1610,Cover 3 Zone
2018091000,1672,Cover 2 Zone
2018091000,1727,Cover 6 Zone
2018091000,1753,Cover 4 Zone
2018091000,1782,Cover 4 Zone
2018091000,1806,Cover 6 Zone
2018091000,1840,Cover 1 Man
2018091000,1864,Cover 4 Zone
2018091000,1888,Cover 2 Zone
2018091000,1927,Red Zone
2018091000,1987,Cover 1 Man
